Provincias;Edad (3 grupos de edad);Españoles/Extranjeros;Sexo;Año;Total
38 Santa Cruz de Tenerife;65 y más;TOTAL;Ambos sexos;2021;183.163
38 Santa Cruz de Tenerife;65 y más;TOTAL;Ambos sexos;2020;178.144
38 Santa Cruz de Tenerife;65 y más;TOTAL;Ambos sexos;2019;172.912
38 Santa Cruz de Tenerife;65 y más;TOTAL;Hombres;2021;81.044
38 Santa Cruz de Tenerife;65 y más;TOTAL;Hombres;2020;78.636
38 Santa Cruz de Tenerife;65 y más;TOTAL;Hombres;2019;76.443
38 Santa Cruz de Tenerife;65 y más;TOTAL;Mujeres;2021;102.119
38 Santa Cruz de Tenerife;65 y más;TOTAL;Mujeres;2020;99.508
38 Santa Cruz de Tenerife;65 y más;TOTAL;Mujeres;2019;96.469
38 Santa Cruz de Tenerife;65 y más;Españoles;Ambos sexos;2021;162.996
38 Santa Cruz de Tenerife;65 y más;Españoles;Ambos sexos;2020;158.812
38 Santa Cruz de Tenerife;65 y más;Españoles;Ambos sexos;2019;154.517
38 Santa Cruz de Tenerife;65 y más;Españoles;Hombres;2021;71.284
38 Santa Cruz de Tenerife;65 y más;Españoles;Hombres;2020;69.281
38 Santa Cruz de Tenerife;65 y más;Españoles;Hombres;2019;67.350
38 Santa Cruz de Tenerife;65 y más;Españoles;Mujeres;2021;91.712
38 Santa Cruz de Tenerife;65 y más;Españoles;Mujeres;2020;89.531
38 Santa Cruz de Tenerife;65 y más;Españoles;Mujeres;2019;87.167
38 Santa Cruz de Tenerife;65 y más;Extranjeros;Ambos sexos;2021;20.167
38 Santa Cruz de Tenerife;65 y más;Extranjeros;Ambos sexos;2020;19.332
38 Santa Cruz de Tenerife;65 y más;Extranjeros;Ambos sexos;2019;18.395
38 Santa Cruz de Tenerife;65 y más;Extranjeros;Hombres;2021;9.760
38 Santa Cruz de Tenerife;65 y más;Extranjeros;Hombres;2020;9.355
38 Santa Cruz de Tenerife;65 y más;Extranjeros;Hombres;2019;9.093
38 Santa Cruz de Tenerife;65 y más;Extranjeros;Mujeres;2021;10.407
38 Santa Cruz de Tenerife;65 y más;Extranjeros;Mujeres;2020;9.977
38 Santa Cruz de Tenerife;65 y más;Extranjeros;Mujeres;2019;9.302
38 Santa Cruz de Tenerife;65 y más;% Extranjeros;Ambos sexos;2021;11,01
38 Santa Cruz de Tenerife;65 y más;% Extranjeros;Ambos sexos;2020;10,85
38 Santa Cruz de Tenerife;65 y más;% Extranjeros;Ambos sexos;2019;10,64
38 Santa Cruz de Tenerife;65 y más;% Extranjeros;Hombres;2021;12,04
38 Santa Cruz de Tenerife;65 y más;% Extranjeros;Hombres;2020;11,90
38 Santa Cruz de Tenerife;65 y más;% Extranjeros;Hombres;2019;11,90
38 Santa Cruz de Tenerife;65 y más;% Extranjeros;Mujeres;2021;10,19
38 Santa Cruz de Tenerife;65 y más;% Extranjeros;Mujeres;2020;10,03
38 Santa Cruz de Tenerife;65 y más;% Extranjeros;Mujeres;2019;9,64
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2021;153.663
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2020;153.478
40 Segovia;TOTAL EDADES;TOTAL;Ambos sexos;2019;153.129
40 Segovia;TOTAL EDADES;TOTAL;Hombres;2021;77.071
40 Segovia;TOTAL EDADES;TOTAL;Hombres;2020;77.033
40 Segovia;TOTAL EDADES;TOTAL;Hombres;2019;76.813
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2021;76.592
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2020;76.445
40 Segovia;TOTAL EDADES;TOTAL;Mujeres;2019;76.316
40 Segovia;TOTAL EDADES;Españoles;Ambos sexos;2021;135.641
40 Segovia;TOTAL EDADES;Españoles;Ambos sexos;2020;135.513
40 Segovia;TOTAL EDADES;Españoles;Ambos sexos;2019;136.265
40 Segovia;TOTAL EDADES;Españoles;Hombres;2021;68.275
40 Segovia;TOTAL EDADES;Españoles;Hombres;2020;68.205
40 Segovia;TOTAL EDADES;Españoles;Hombres;2019;68.563
40 Segovia;TOTAL EDADES;Españoles;Mujeres;2021;67.366
40 Segovia;TOTAL EDADES;Españoles;Mujeres;2020;67.308
40 Segovia;TOTAL EDADES;Españoles;Mujeres;2019;67.702
40 Segovia;TOTAL EDADES;Extranjeros;Ambos sexos;2021;18.022
40 Segovia;TOTAL EDADES;Extranjeros;Ambos sexos;2020;17.965
40 Segovia;TOTAL EDADES;Extranjeros;Ambos sexos;2019;16.864
40 Segovia;TOTAL EDADES;Extranjeros;Hombres;2021;8.796
40 Segovia;TOTAL EDADES;Extranjeros;Hombres;2020;8.828
40 Segovia;TOTAL EDADES;Extranjeros;Hombres;2019;8.250
40 Segovia;TOTAL EDADES;Extranjeros;Mujeres;2021;9.226
40 Segovia;TOTAL EDADES;Extranjeros;Mujeres;2020;9.137
40 Segovia;TOTAL EDADES;Extranjeros;Mujeres;2019;8.614
40 Segovia;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;11,73
40 Segovia;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;11,71
40 Segovia;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;11,01
40 Segovia;TOTAL EDADES;% Extranjeros;Hombres;2021;11,41
40 Segovia;TOTAL EDADES;% Extranjeros;Hombres;2020;11,46
40 Segovia;TOTAL EDADES;% Extranjeros;Hombres;2019;10,74
40 Segovia;TOTAL EDADES;% Extranjeros;Mujeres;2021;12,05
40 Segovia;TOTAL EDADES;% Extranjeros;Mujeres;2020;11,95
40 Segovia;TOTAL EDADES;% Extranjeros;Mujeres;2019;11,29
40 Segovia;0-15 años;TOTAL;Ambos sexos;2021;21.103
40 Segovia;0-15 años;TOTAL;Ambos sexos;2020;21.265
40 Segovia;0-15 años;TOTAL;Ambos sexos;2019;21.404
40 Segovia;0-15 años;TOTAL;Hombres;2021;10.827
40 Segovia;0-15 años;TOTAL;Hombres;2020;10.926
40 Segovia;0-15 años;TOTAL;Hombres;2019;11.031
40 Segovia;0-15 años;TOTAL;Mujeres;2021;10.276
40 Segovia;0-15 años;TOTAL;Mujeres;2020;10.339
40 Segovia;0-15 años;TOTAL;Mujeres;2019;10.373
40 Segovia;0-15 años;Españoles;Ambos sexos;2021;17.815
40 Segovia;0-15 años;Españoles;Ambos sexos;2020;17.888
40 Segovia;0-15 años;Españoles;Ambos sexos;2019;18.160
40 Segovia;0-15 años;Españoles;Hombres;2021;9.134
40 Segovia;0-15 años;Españoles;Hombres;2020;9.180
40 Segovia;0-15 años;Españoles;Hombres;2019;9.365
40 Segovia;0-15 años;Españoles;Mujeres;2021;8.681
40 Segovia;0-15 años;Españoles;Mujeres;2020;8.708
40 Segovia;0-15 años;Españoles;Mujeres;2019;8.795
40 Segovia;0-15 años;Extranjeros;Ambos sexos;2021;3.288
40 Segovia;0-15 años;Extranjeros;Ambos sexos;2020;3.377
40 Segovia;0-15 años;Extranjeros;Ambos sexos;2019;3.244
40 Segovia;0-15 años;Extranjeros;Hombres;2021;1.693
40 Segovia;0-15 años;Extranjeros;Hombres;2020;1.746
40 Segovia;0-15 años;Extranjeros;Hombres;2019;1.666
40 Segovia;0-15 años;Extranjeros;Mujeres;2021;1.595
40 Segovia;0-15 años;Extranjeros;Mujeres;2020;1.631
40 Segovia;0-15 años;Extranjeros;Mujeres;2019;1.578
40 Segovia;0-15 años;% Extranjeros;Ambos sexos;2021;15,58
40 Segovia;0-15 años;% Extranjeros;Ambos sexos;2020;15,88
40 Segovia;0-15 años;% Extranjeros;Ambos sexos;2019;15,16
40 Segovia;0-15 años;% Extranjeros;Hombres;2021;15,64
40 Segovia;0-15 años;% Extranjeros;Hombres;2020;15,98
40 Segovia;0-15 años;% Extranjeros;Hombres;2019;15,10
40 Segovia;0-15 años;% Extranjeros;Mujeres;2021;15,52
40 Segovia;0-15 años;% Extranjeros;Mujeres;2020;15,78
40 Segovia;0-15 años;% Extranjeros;Mujeres;2019;15,21
40 Segovia;16-64 años;TOTAL;Ambos sexos;2021;97.927
40 Segovia;16-64 años;TOTAL;Ambos sexos;2020;97.334
40 Segovia;16-64 años;TOTAL;Ambos sexos;2019;97.030
40 Segovia;16-64 años;TOTAL;Hombres;2021;50.562
40 Segovia;16-64 años;TOTAL;Hombres;2020;50.380
40 Segovia;16-64 años;TOTAL;Hombres;2019;50.220
40 Segovia;16-64 años;TOTAL;Mujeres;2021;47.365
40 Segovia;16-64 años;TOTAL;Mujeres;2020;46.954
40 Segovia;16-64 años;TOTAL;Mujeres;2019;46.810
40 Segovia;16-64 años;Españoles;Ambos sexos;2021;83.820
40 Segovia;16-64 años;Españoles;Ambos sexos;2020;83.325
40 Segovia;16-64 años;Españoles;Ambos sexos;2019;83.916
40 Segovia;16-64 años;Españoles;Hombres;2021;43.716
40 Segovia;16-64 años;Españoles;Hombres;2020;43.541
40 Segovia;16-64 años;Españoles;Hombres;2019;43.835
40 Segovia;16-64 años;Españoles;Mujeres;2021;40.104
40 Segovia;16-64 años;Españoles;Mujeres;2020;39.784
40 Segovia;16-64 años;Españoles;Mujeres;2019;40.081
40 Segovia;16-64 años;Extranjeros;Ambos sexos;2021;14.107
40 Segovia;16-64 años;Extranjeros;Ambos sexos;2020;14.009
40 Segovia;16-64 años;Extranjeros;Ambos sexos;2019;13.114
40 Segovia;16-64 años;Extranjeros;Hombres;2021;6.846
40 Segovia;16-64 años;Extranjeros;Hombres;2020;6.839
40 Segovia;16-64 años;Extranjeros;Hombres;2019;6.385
40 Segovia;16-64 años;Extranjeros;Mujeres;2021;7.261
40 Segovia;16-64 años;Extranjeros;Mujeres;2020;7.170
40 Segovia;16-64 años;Extranjeros;Mujeres;2019;6.729
40 Segovia;16-64 años;% Extranjeros;Ambos sexos;2021;14,41
40 Segovia;16-64 años;% Extranjeros;Ambos sexos;2020;14,39
40 Segovia;16-64 años;% Extranjeros;Ambos sexos;2019;13,52
40 Segovia;16-64 años;% Extranjeros;Hombres;2021;13,54
40 Segovia;16-64 años;% Extranjeros;Hombres;2020;13,57
40 Segovia;16-64 años;% Extranjeros;Hombres;2019;12,71
40 Segovia;16-64 años;% Extranjeros;Mujeres;2021;15,33
40 Segovia;16-64 años;% Extranjeros;Mujeres;2020;15,27
40 Segovia;16-64 años;% Extranjeros;Mujeres;2019;14,38
40 Segovia;65 y más;TOTAL;Ambos sexos;2021;34.633
40 Segovia;65 y más;TOTAL;Ambos sexos;2020;34.879
40 Segovia;65 y más;TOTAL;Ambos sexos;2019;34.695
40 Segovia;65 y más;TOTAL;Hombres;2021;15.682
40 Segovia;65 y más;TOTAL;Hombres;2020;15.727
40 Segovia;65 y más;TOTAL;Hombres;2019;15.562
40 Segovia;65 y más;TOTAL;Mujeres;2021;18.951
40 Segovia;65 y más;TOTAL;Mujeres;2020;19.152
40 Segovia;65 y más;TOTAL;Mujeres;2019;19.133
40 Segovia;65 y más;Españoles;Ambos sexos;2021;34.006
40 Segovia;65 y más;Españoles;Ambos sexos;2020;34.300
40 Segovia;65 y más;Españoles;Ambos sexos;2019;34.189
40 Segovia;65 y más;Españoles;Hombres;2021;15.425
40 Segovia;65 y más;Españoles;Hombres;2020;15.484
40 Segovia;65 y más;Españoles;Hombres;2019;15.363
40 Segovia;65 y más;Españoles;Mujeres;2021;18.581
40 Segovia;65 y más;Españoles;Mujeres;2020;18.816
40 Segovia;65 y más;Españoles;Mujeres;2019;18.826
40 Segovia;65 y más;Extranjeros;Ambos sexos;2021;627
40 Segovia;65 y más;Extranjeros;Ambos sexos;2020;579
40 Segovia;65 y más;Extranjeros;Ambos sexos;2019;506
40 Segovia;65 y más;Extranjeros;Hombres;2021;257
40 Segovia;65 y más;Extranjeros;Hombres;2020;243
40 Segovia;65 y más;Extranjeros;Hombres;2019;199
40 Segovia;65 y más;Extranjeros;Mujeres;2021;370
40 Segovia;65 y más;Extranjeros;Mujeres;2020;336
40 Segovia;65 y más;Extranjeros;Mujeres;2019;307
40 Segovia;65 y más;% Extranjeros;Ambos sexos;2021;1,81
40 Segovia;65 y más;% Extranjeros;Ambos sexos;2020;1,66
40 Segovia;65 y más;% Extranjeros;Ambos sexos;2019;1,46
40 Segovia;65 y más;% Extranjeros;Hombres;2021;1,64
40 Segovia;65 y más;% Extranjeros;Hombres;2020;1,55
40 Segovia;65 y más;% Extranjeros;Hombres;2019;1,28
40 Segovia;65 y más;% Extranjeros;Mujeres;2021;1,95
40 Segovia;65 y más;% Extranjeros;Mujeres;2020;1,75
40 Segovia;65 y más;% Extranjeros;Mujeres;2019;1,60
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2021;1.947.852
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2020;1.950.219
41 Sevilla;TOTAL EDADES;TOTAL;Ambos sexos;2019;1.942.389
41 Sevilla;TOTAL EDADES;TOTAL;Hombres;2021;951.083
41 Sevilla;TOTAL EDADES;TOTAL;Hombres;2020;952.695
41 Sevilla;TOTAL EDADES;TOTAL;Hombres;2019;949.212
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2021;996.769
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2020;997.524
41 Sevilla;TOTAL EDADES;TOTAL;Mujeres;2019;993.177
41 Sevilla;TOTAL EDADES;Españoles;Ambos sexos;2021;1.870.326
41 Sevilla;TOTAL EDADES;Españoles;Ambos sexos;2020;1.873.932
41 Sevilla;TOTAL EDADES;Españoles;Ambos sexos;2019;1.873.502
41 Sevilla;TOTAL EDADES;Españoles;Hombres;2021;914.982
41 Sevilla;TOTAL EDADES;Españoles;Hombres;2020;917.118
41 Sevilla;TOTAL EDADES;Españoles;Hombres;2019;917.017
41 Sevilla;TOTAL EDADES;Españoles;Mujeres;2021;955.344
41 Sevilla;TOTAL EDADES;Españoles;Mujeres;2020;956.814
41 Sevilla;TOTAL EDADES;Españoles;Mujeres;2019;956.485
41 Sevilla;TOTAL EDADES;Extranjeros;Ambos sexos;2021;77.526
41 Sevilla;TOTAL EDADES;Extranjeros;Ambos sexos;2020;76.287
41 Sevilla;TOTAL EDADES;Extranjeros;Ambos sexos;2019;68.887
41 Sevilla;TOTAL EDADES;Extranjeros;Hombres;2021;36.101
41 Sevilla;TOTAL EDADES;Extranjeros;Hombres;2020;35.577
41 Sevilla;TOTAL EDADES;Extranjeros;Hombres;2019;32.195
41 Sevilla;TOTAL EDADES;Extranjeros;Mujeres;2021;41.425
41 Sevilla;TOTAL EDADES;Extranjeros;Mujeres;2020;40.710
41 Sevilla;TOTAL EDADES;Extranjeros;Mujeres;2019;36.692
41 Sevilla;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;3,98
41 Sevilla;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;3,91
41 Sevilla;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;3,55
41 Sevilla;TOTAL EDADES;% Extranjeros;Hombres;2021;3,80
41 Sevilla;TOTAL EDADES;% Extranjeros;Hombres;2020;3,73
41 Sevilla;TOTAL EDADES;% Extranjeros;Hombres;2019;3,39
41 Sevilla;TOTAL EDADES;% Extranjeros;Mujeres;2021;4,16
41 Sevilla;TOTAL EDADES;% Extranjeros;Mujeres;2020;4,08
41 Sevilla;TOTAL EDADES;% Extranjeros;Mujeres;2019;3,69
41 Sevilla;0-15 años;TOTAL;Ambos sexos;2021;332.286
41 Sevilla;0-15 años;TOTAL;Ambos sexos;2020;339.204
41 Sevilla;0-15 años;TOTAL;Ambos sexos;2019;343.252
41 Sevilla;0-15 años;TOTAL;Hombres;2021;170.967
41 Sevilla;0-15 años;TOTAL;Hombres;2020;174.372
41 Sevilla;0-15 años;TOTAL;Hombres;2019;176.416
41 Sevilla;0-15 años;TOTAL;Mujeres;2021;161.319
41 Sevilla;0-15 años;TOTAL;Mujeres;2020;164.832
41 Sevilla;0-15 años;TOTAL;Mujeres;2019;166.836
41 Sevilla;0-15 años;Españoles;Ambos sexos;2021;321.786
41 Sevilla;0-15 años;Españoles;Ambos sexos;2020;328.543
41 Sevilla;0-15 años;Españoles;Ambos sexos;2019;333.661
41 Sevilla;0-15 años;Españoles;Hombres;2021;165.644
41 Sevilla;0-15 años;Españoles;Hombres;2020;168.975
41 Sevilla;0-15 años;Españoles;Hombres;2019;171.561
41 Sevilla;0-15 años;Españoles;Mujeres;2021;156.142
41 Sevilla;0-15 años;Españoles;Mujeres;2020;159.568
41 Sevilla;0-15 años;Españoles;Mujeres;2019;162.100
41 Sevilla;0-15 años;Extranjeros;Ambos sexos;2021;10.500
41 Sevilla;0-15 años;Extranjeros;Ambos sexos;2020;10.661
41 Sevilla;0-15 años;Extranjeros;Ambos sexos;2019;9.591
41 Sevilla;0-15 años;Extranjeros;Hombres;2021;5.323
41 Sevilla;0-15 años;Extranjeros;Hombres;2020;5.397
41 Sevilla;0-15 años;Extranjeros;Hombres;2019;4.855
41 Sevilla;0-15 años;Extranjeros;Mujeres;2021;5.177
41 Sevilla;0-15 años;Extranjeros;Mujeres;2020;5.264
41 Sevilla;0-15 años;Extranjeros;Mujeres;2019;4.736
41 Sevilla;0-15 años;% Extranjeros;Ambos sexos;2021;3,16
41 Sevilla;0-15 años;% Extranjeros;Ambos sexos;2020;3,14
41 Sevilla;0-15 años;% Extranjeros;Ambos sexos;2019;2,79
41 Sevilla;0-15 años;% Extranjeros;Hombres;2021;3,11
41 Sevilla;0-15 años;% Extranjeros;Hombres;2020;3,10
41 Sevilla;0-15 años;% Extranjeros;Hombres;2019;2,75
41 Sevilla;0-15 años;% Extranjeros;Mujeres;2021;3,21
41 Sevilla;0-15 años;% Extranjeros;Mujeres;2020;3,19
41 Sevilla;0-15 años;% Extranjeros;Mujeres;2019;2,84
41 Sevilla;16-64 años;TOTAL;Ambos sexos;2021;1.283.894
41 Sevilla;16-64 años;TOTAL;Ambos sexos;2020;1.284.509
41 Sevilla;16-64 años;TOTAL;Ambos sexos;2019;1.278.524
41 Sevilla;16-64 años;TOTAL;Hombres;2021;638.941
41 Sevilla;16-64 años;TOTAL;Hombres;2020;639.474
41 Sevilla;16-64 años;TOTAL;Hombres;2019;636.748
41 Sevilla;16-64 años;TOTAL;Mujeres;2021;644.953
41 Sevilla;16-64 años;TOTAL;Mujeres;2020;645.035
41 Sevilla;16-64 años;TOTAL;Mujeres;2019;641.776
41 Sevilla;16-64 años;Españoles;Ambos sexos;2021;1.220.358
41 Sevilla;16-64 años;Españoles;Ambos sexos;2020;1.222.221
41 Sevilla;16-64 años;Españoles;Ambos sexos;2019;1.222.164
41 Sevilla;16-64 años;Españoles;Hombres;2021;609.628
41 Sevilla;16-64 años;Españoles;Hombres;2020;610.721
41 Sevilla;16-64 años;Españoles;Hombres;2019;610.696
41 Sevilla;16-64 años;Españoles;Mujeres;2021;610.730
41 Sevilla;16-64 años;Españoles;Mujeres;2020;611.500
41 Sevilla;16-64 años;Españoles;Mujeres;2019;611.468
41 Sevilla;16-64 años;Extranjeros;Ambos sexos;2021;63.536
41 Sevilla;16-64 años;Extranjeros;Ambos sexos;2020;62.288
41 Sevilla;16-64 años;Extranjeros;Ambos sexos;2019;56.360
41 Sevilla;16-64 años;Extranjeros;Hombres;2021;29.313
41 Sevilla;16-64 años;Extranjeros;Hombres;2020;28.753
41 Sevilla;16-64 años;Extranjeros;Hombres;2019;26.052
41 Sevilla;16-64 años;Extranjeros;Mujeres;2021;34.223
41 Sevilla;16-64 años;Extranjeros;Mujeres;2020;33.535
41 Sevilla;16-64 años;Extranjeros;Mujeres;2019;30.308
41 Sevilla;16-64 años;% Extranjeros;Ambos sexos;2021;4,95
41 Sevilla;16-64 años;% Extranjeros;Ambos sexos;2020;4,85
41 Sevilla;16-64 años;% Extranjeros;Ambos sexos;2019;4,41
41 Sevilla;16-64 años;% Extranjeros;Hombres;2021;4,59
41 Sevilla;16-64 años;% Extranjeros;Hombres;2020;4,50
41 Sevilla;16-64 años;% Extranjeros;Hombres;2019;4,09
41 Sevilla;16-64 años;% Extranjeros;Mujeres;2021;5,31
41 Sevilla;16-64 años;% Extranjeros;Mujeres;2020;5,20
41 Sevilla;16-64 años;% Extranjeros;Mujeres;2019;4,72
41 Sevilla;65 y más;TOTAL;Ambos sexos;2021;331.672
41 Sevilla;65 y más;TOTAL;Ambos sexos;2020;326.506
41 Sevilla;65 y más;TOTAL;Ambos sexos;2019;320.613
41 Sevilla;65 y más;TOTAL;Hombres;2021;141.175
41 Sevilla;65 y más;TOTAL;Hombres;2020;138.849
41 Sevilla;65 y más;TOTAL;Hombres;2019;136.048
41 Sevilla;65 y más;TOTAL;Mujeres;2021;190.497
41 Sevilla;65 y más;TOTAL;Mujeres;2020;187.657
41 Sevilla;65 y más;TOTAL;Mujeres;2019;184.565
41 Sevilla;65 y más;Españoles;Ambos sexos;2021;328.182
41 Sevilla;65 y más;Españoles;Ambos sexos;2020;323.168
41 Sevilla;65 y más;Españoles;Ambos sexos;2019;317.677
41 Sevilla;65 y más;Españoles;Hombres;2021;139.710
41 Sevilla;65 y más;Españoles;Hombres;2020;137.422
41 Sevilla;65 y más;Españoles;Hombres;2019;134.760
41 Sevilla;65 y más;Españoles;Mujeres;2021;188.472
41 Sevilla;65 y más;Españoles;Mujeres;2020;185.746
41 Sevilla;65 y más;Españoles;Mujeres;2019;182.917
41 Sevilla;65 y más;Extranjeros;Ambos sexos;2021;3.490
41 Sevilla;65 y más;Extranjeros;Ambos sexos;2020;3.338
41 Sevilla;65 y más;Extranjeros;Ambos sexos;2019;2.936
41 Sevilla;65 y más;Extranjeros;Hombres;2021;1.465
41 Sevilla;65 y más;Extranjeros;Hombres;2020;1.427
41 Sevilla;65 y más;Extranjeros;Hombres;2019;1.288
41 Sevilla;65 y más;Extranjeros;Mujeres;2021;2.025
41 Sevilla;65 y más;Extranjeros;Mujeres;2020;1.911
41 Sevilla;65 y más;Extranjeros;Mujeres;2019;1.648
41 Sevilla;65 y más;% Extranjeros;Ambos sexos;2021;1,05
41 Sevilla;65 y más;% Extranjeros;Ambos sexos;2020;1,02
41 Sevilla;65 y más;% Extranjeros;Ambos sexos;2019;0,92
41 Sevilla;65 y más;% Extranjeros;Hombres;2021;1,04
41 Sevilla;65 y más;% Extranjeros;Hombres;2020;1,03
41 Sevilla;65 y más;% Extranjeros;Hombres;2019;0,95
41 Sevilla;65 y más;% Extranjeros;Mujeres;2021;1,06
41 Sevilla;65 y más;% Extranjeros;Mujeres;2020;1,02
41 Sevilla;65 y más;% Extranjeros;Mujeres;2019;0,89
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2021;88.747
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2020;88.884
42 Soria;TOTAL EDADES;TOTAL;Ambos sexos;2019;88.636
42 Soria;TOTAL EDADES;TOTAL;Hombres;2021;44.920
42 Soria;TOTAL EDADES;TOTAL;Hombres;2020;44.927
42 Soria;TOTAL EDADES;TOTAL;Hombres;2019;44.814
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2021;43.827
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2020;43.957
42 Soria;TOTAL EDADES;TOTAL;Mujeres;2019;43.822
42 Soria;TOTAL EDADES;Españoles;Ambos sexos;2021;79.990
42 Soria;TOTAL EDADES;Españoles;Ambos sexos;2020;80.613
42 Soria;TOTAL EDADES;Españoles;Ambos sexos;2019;81.198
42 Soria;TOTAL EDADES;Españoles;Hombres;2021;40.351
42 Soria;TOTAL EDADES;Españoles;Hombres;2020;40.657
42 Soria;TOTAL EDADES;Españoles;Hombres;2019;40.917
42 Soria;TOTAL EDADES;Españoles;Mujeres;2021;39.639
42 Soria;TOTAL EDADES;Españoles;Mujeres;2020;39.956
42 Soria;TOTAL EDADES;Españoles;Mujeres;2019;40.281
42 Soria;TOTAL EDADES;Extranjeros;Ambos sexos;2021;8.757
42 Soria;TOTAL EDADES;Extranjeros;Ambos sexos;2020;8.271
42 Soria;TOTAL EDADES;Extranjeros;Ambos sexos;2019;7.438
42 Soria;TOTAL EDADES;Extranjeros;Hombres;2021;4.569
42 Soria;TOTAL EDADES;Extranjeros;Hombres;2020;4.270
42 Soria;TOTAL EDADES;Extranjeros;Hombres;2019;3.897
42 Soria;TOTAL EDADES;Extranjeros;Mujeres;2021;4.188
42 Soria;TOTAL EDADES;Extranjeros;Mujeres;2020;4.001
42 Soria;TOTAL EDADES;Extranjeros;Mujeres;2019;3.541
42 Soria;TOTAL EDADES;% Extranjeros;Ambos sexos;2021;9,87
42 Soria;TOTAL EDADES;% Extranjeros;Ambos sexos;2020;9,31
42 Soria;TOTAL EDADES;% Extranjeros;Ambos sexos;2019;8,39
42 Soria;TOTAL EDADES;% Extranjeros;Hombres;2021;10,17
42 Soria;TOTAL EDADES;% Extranjeros;Hombres;2020;9,50
42 Soria;TOTAL EDADES;% Extranjeros;Hombres;2019;8,70
42 Soria;TOTAL EDADES;% Extranjeros;Mujeres;2021;9,56
42 Soria;TOTAL EDADES;% Extranjeros;Mujeres;2020;9,10
42 Soria;TOTAL EDADES;% Extranjeros;Mujeres;2019;8,08
42 Soria;0-15 años;TOTAL;Ambos sexos;2021;11.462
42 Soria;0-15 años;TOTAL;Ambos sexos;2020;11.528
42 Soria;0-15 años;TOTAL;Ambos sexos;2019;11.563
42 Soria;0-15 años;TOTAL;Hombres;2021;5.904
42 Soria;0-15 años;TOTAL;Hombres;2020;5.927
42 Soria;0-15 años;TOTAL;Hombres;2019;5.892
42 Soria;0-15 años;TOTAL;Mujeres;2021;5.558
42 Soria;0-15 años;TOTAL;Mujeres;2020;5.601
42 Soria;0-15 años;TOTAL;Mujeres;2019;5.671
42 Soria;0-15 años;Españoles;Ambos sexos;2021;9.887
42 Soria;0-15 años;Españoles;Ambos sexos;2020;10.049
42 Soria;0-15 años;Españoles;Ambos sexos;2019;10.211
42 Soria;0-15 años;Españoles;Hombres;2021;5.096
42 Soria;0-15 años;Españoles;Hombres;2020;5.172
42 Soria;0-15 años;Españoles;Hombres;2019;5.212
42 Soria;0-15 años;Españoles;Mujeres;2021;4.791
42 Soria;0-15 años;Españoles;Mujeres;2020;4.877
42 Soria;0-15 años;Españoles;Mujeres;2019;4.999
42 Soria;0-15 años;Extranjeros;Ambos sexos;2021;1.575
42 Soria;0-15 años;Extranjeros;Ambos sexos;2020;1.479
42 Soria;0-15 años;Extranjeros;Ambos sexos;2019;1.352
42 Soria;0-15 años;Extranjeros;Hombres;2021;808
42 Soria;0-15 años;Extranjeros;Hombres;2020;755
42 Soria;0-15 años;Extranjeros;Hombres;2019;680
42 Soria;0-15 años;Extranjeros;Mujeres;2021;767
42 Soria;0-15 años;Extranjeros;Mujeres;2020;724
42 Soria;0-15 años;Extranjeros;Mujeres;2019;672
42 Soria;0-15 años;% Extranjeros;Ambos sexos;2021;13,74
42 Soria;0-15 años;% Extranjeros;Ambos sexos;2020;12,83
42 Soria;0-15 años;% Extranjeros;Ambos sexos;2019;11,69
42 Soria;0-15 años;% Extranjeros;Hombres;2021;13,69
42 Soria;0-15 años;% Extranjeros;Hombres;2020;12,74
42 Soria;0-15 años;% Extranjeros;Hombres;2019;11,54
42 Soria;0-15 años;% Extranjeros;Mujeres;2021;13,80
42 Soria;0-15 años;% Extranjeros;Mujeres;2020;12,93
42 Soria;0-15 años;% Extranjeros;Mujeres;2019;11,85
42 Soria;16-64 años;TOTAL;Ambos sexos;2021;54.844
42 Soria;16-64 años;TOTAL;Ambos sexos;2020;54.621
42 Soria;16-64 años;TOTAL;Ambos sexos;2019;54.326
42 Soria;16-64 años;TOTAL;Hombres;2021;28.666
42 Soria;16-64 años;TOTAL;Hombres;2020;28.539
42 Soria;16-64 años;TOTAL;Hombres;2019;28.505
42 Soria;16-64 años;TOTAL;Mujeres;2021;26.178
